collision_severity,day_of_week,time,road_type,speed_limit,urban_or_rural_area,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,carriageway_hazards,number_of_vehicles,number_of_casualties,vehicle_type_mode,any_skidding,avg_vehicle_age,worst_casualty_severity,any_pedestrian,avg_casualty_age
2,5,16:07,6,30,1,19,4,1,1,1,0,2,1,4,0,18.0,2,0,20.0
3,1,15:48,6,30,1,0,-1,1,1,1,0,2,1,9,0,2.0,3,0,71.0
3,3,18:20,6,60,2,16,4,4,1,1,0,2,3,9,0,13.0,3,0,19.33333333333333
3,5,09:52,6,30,1,19,4,1,1,2,0,2,1,9,0,3.5,3,0,62.0
2,1,22:18,3,70,2,0,-1,4,1,1,0,2,3,9,1,4.5,2,0,34.666666666666664
3,6,19:30,6,30,1,13,4,1,1,1,0,2,1,9,0,11.5,3,0,44.0
3,3,17:15,6,40,2,13,4,1,1,1,0,2,1,9,0,5.0,3,0,28.0
2,7,11:50,6,30,1,13,4,1,1,1,0,2,1,9,0,8.0,2,0,21.0
3,5,08:55,6,30,1,19,4,1,1,1,0,2,1,9,1,1.0,3,0,41.0
2,6,06:35,3,50,2,16,2,1,1,1,0,2,3,9,2,6.0,2,0,27.33333333333333
3,6,21:00,6,30,1,18,4,4,1,1,0,2,1,1,0,7.0,3,0,38.0
3,3,21:32,6,30,1,0,-1,4,2,2,0,2,1,9,0,11.5,3,0,41.0
3,5,14:37,3,40,1,0,4,1,1,1,0,2,1,9,0,0.5,3,0,62.0
2,5,14:45,6,30,1,13,4,1,1,1,0,2,1,9,0,6.0,2,0,13.0
2,1,18:42,6,30,1,13,4,4,5,2,0,3,1,5,1,8.0,2,0,39.0
2,3,05:55,6,60,2,0,-1,1,1,1,0,7,2,9,0,7.285714285714286,2,0,44.5
2,3,14:45,9,30,1,0,4,1,1,1,0,1,1,3,2,7.0,2,0,43.0
2,6,08:10,3,20,1,16,2,1,1,1,0,2,1,1,0,0.5,2,0,26.0
3,2,16:10,6,30,1,0,-1,1,8,1,0,2,1,9,9,9.0,3,0,27.0
3,7,18:15,6,20,1,-1,9,1,1,1,0,2,1,3,9,6.0,3,0,23.0
3,1,13:02,6,30,1,13,4,1,1,1,0,1,1,8,0,7.0,3,1,31.0
3,1,18:45,6,30,1,13,4,4,2,2,0,1,4,9,9,12.0,3,0,7.5
3,7,12:40,6,30,1,16,4,1,2,2,0,1,1,9,0,17.0,3,0,55.0
3,4,15:10,6,30,1,13,4,1,1,1,0,2,1,3,0,4.5,3,0,39.0
3,6,22:20,7,20,1,13,4,4,1,1,0,2,1,9,9,10.5,3,0,32.0
3,5,08:20,2,30,1,0,-1,1,8,1,0,2,1,9,0,8.0,3,0,45.0
3,5,21:35,6,30,1,0,-1,6,1,1,0,1,2,9,0,11.0,3,0,17.0
3,7,21:05,6,20,1,-1,9,1,2,2,0,2,1,9,9,0.0,3,0,34.0
3,3,13:05,6,20,1,13,4,1,1,1,0,1,1,11,0,10.0,3,0,60.0
3,3,06:10,6,20,1,13,4,1,1,1,21,2,1,9,5,9.0,3,0,19.0
3,3,13:10,9,20,1,13,2,1,1,1,0,2,1,9,9,5.5,3,0,31.0
2,6,21:06,6,30,1,0,-1,4,1,1,0,1,1,3,0,3.0,2,0,30.0
3,6,13:30,6,20,1,0,-1,1,2,2,0,1,1,9,0,3.0,3,0,21.0
3,5,23:10,6,20,1,13,4,4,1,1,0,2,1,9,1,7.0,3,0,27.0
3,5,16:10,3,50,1,18,4,1,1,1,0,2,1,1,0,1.5,3,0,29.0
3,4,19:50,6,20,1,13,2,4,1,1,0,2,1,1,9,5.5,3,0,34.0
3,7,22:35,6,30,1,18,4,4,1,1,0,2,1,3,0,3.5,3,0,21.0
3,6,09:15,6,30,1,16,4,1,1,1,0,2,1,1,5,2.5,3,0,41.0
3,3,08:17,6,20,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,47.0
3,6,11:44,2,20,1,13,4,1,1,1,0,2,3,9,0,4.0,3,0,42.66666666666666
2,3,17:25,3,20,1,13,2,4,1,1,0,1,1,9,0,7.0,2,1,64.0
3,6,17:20,6,20,1,13,4,1,1,1,0,2,1,3,1,6.0,3,0,35.0
3,3,14:23,3,20,1,16,1,1,1,1,0,2,1,1,0,2.5,3,0,15.0
3,6,18:20,9,20,1,-1,9,1,1,1,0,2,1,9,9,5.0,3,0,40.0
3,5,00:50,6,30,1,16,2,4,1,1,0,2,1,8,9,3.0,3,0,24.0
3,5,14:09,6,20,1,0,-1,1,1,2,0,1,1,3,0,3.0,3,1,65.0
3,7,12:30,9,30,1,16,4,1,9,9,0,2,1,9,9,7.5,3,0,40.0
3,4,13:20,7,30,1,0,3,1,1,1,0,2,1,9,9,1.0,3,0,43.0
3,3,15:34,9,20,1,-1,9,1,9,3,0,2,1,3,9,8.5,3,0,24.0
2,5,08:00,6,30,1,0,-1,1,9,1,0,2,1,9,0,11.0,2,1,15.0
3,3,17:15,6,20,1,0,-1,1,1,1,0,1,1,9,0,8.0,3,1,31.0
3,5,14:30,9,30,1,13,4,1,1,1,0,2,1,11,9,7.0,3,0,35.0
3,4,15:08,6,30,1,0,-1,1,1,1,0,2,2,3,9,4.5,3,0,13.0
3,2,15:02,9,20,1,13,4,1,4,1,0,2,2,9,9,11.0,3,0,17.0
3,4,12:46,6,30,1,13,4,1,1,1,0,2,1,9,0,4.5,3,0,22.0
3,1,09:15,6,30,1,16,2,1,1,1,0,2,1,9,0,12.0,3,0,36.0
3,5,15:09,2,30,1,19,4,1,4,1,0,1,1,9,0,3.0,3,1,12.0
3,5,16:58,6,30,1,13,4,1,1,1,0,2,1,9,9,14.0,3,0,35.0
3,3,08:15,6,30,1,13,4,1,1,1,0,1,1,9,0,4.0,3,1,12.0
3,3,20:15,6,20,1,13,4,4,2,2,17,1,2,3,0,5.0,3,1,30.0
3,3,08:00,3,40,2,0,-1,1,1,2,0,2,1,9,9,5.5,3,0,30.0
3,7,05:09,1,30,1,0,4,1,2,2,0,2,1,3,9,1.0,3,0,31.0
2,4,08:40,6,20,1,0,-1,1,1,1,0,2,1,1,0,4.0,2,0,29.0
3,1,16:00,6,20,1,13,4,1,2,2,0,2,1,9,0,4.0,3,0,41.0
3,5,07:52,3,30,1,19,2,1,9,1,17,1,1,9,0,7.0,3,1,11.0
2,3,08:10,3,20,1,13,4,1,1,1,0,2,1,1,0,0.0,2,0,32.0
3,1,01:34,9,20,1,0,-1,4,1,1,0,2,2,9,9,6.5,3,0,28.5
3,5,12:34,9,20,1,13,2,1,1,1,0,2,1,3,9,6.5,3,0,21.0
3,5,21:35,1,30,1,0,-1,4,1,1,0,1,1,9,9,1.0,3,0,29.0
2,2,16:45,6,30,1,13,2,4,1,1,0,2,1,1,9,7.0,2,0,65.0
3,1,21:45,6,20,1,13,4,4,1,2,0,2,1,1,9,4.0,3,0,35.0
3,2,15:30,6,20,1,0,-1,1,1,1,0,1,1,9,9,7.0,3,1,13.0
3,2,15:30,6,20,1,0,-1,1,1,1,0,2,1,3,9,2.5,3,0,36.0
3,7,10:38,6,30,1,13,4,1,1,1,0,1,1,9,0,5.0,3,1,37.0
2,7,17:40,6,20,1,0,-1,1,1,1,0,2,1,1,0,3.5,2,0,55.0
2,5,16:25,6,20,1,0,-1,1,1,1,0,3,2,9,0,7.0,2,0,38.5
3,3,22:40,9,20,1,13,2,4,1,1,0,2,1,9,0,7.5,3,0,32.0
3,2,21:17,3,30,1,19,2,4,1,2,0,2,1,2,0,10.5,3,0,39.0
3,1,00:15,7,20,1,0,2,4,8,1,0,2,1,9,9,11.0,3,0,40.0
3,7,14:04,6,30,1,19,4,1,1,1,0,1,1,11,0,11.0,3,0,32.0
3,3,14:00,9,20,1,0,-1,1,1,1,0,2,1,9,9,0.5,3,0,25.0
3,5,08:00,6,30,1,0,-1,1,1,1,0,2,1,1,0,7.5,3,0,33.0
3,6,11:52,6,30,1,0,-1,1,1,1,0,1,1,11,0,11.0,3,1,35.0
3,2,14:54,6,20,1,19,4,1,1,1,0,1,2,8,0,8.0,3,0,61.0
3,7,00:10,6,30,1,16,2,4,1,1,0,3,3,8,1,9.666666666666666,3,0,28.0
3,1,14:05,6,20,1,13,4,1,1,1,0,2,1,9,0,2.0,3,0,42.0
3,4,09:10,6,20,1,13,4,1,1,1,0,2,1,3,0,3.5,3,0,32.0
3,2,17:35,9,30,1,-1,9,1,9,9,0,2,1,1,9,7.0,3,0,24.0
3,7,01:00,6,20,1,-1,9,4,1,1,0,2,1,8,9,12.0,3,0,43.0
3,1,19:05,2,30,1,0,-1,1,1,1,0,1,1,8,9,7.0,3,1,45.0
3,3,18:20,1,20,1,0,2,4,1,1,0,2,1,1,0,7.0,3,0,27.0
3,2,16:21,6,20,1,13,4,1,8,1,0,2,1,3,9,2.5,3,0,17.0
3,6,18:30,6,20,1,16,2,1,1,1,0,2,3,9,1,9.5,3,0,31.0
2,3,14:34,3,30,1,0,-1,1,1,1,0,1,1,3,0,20.0,2,0,26.0
3,7,11:20,9,20,1,19,9,1,9,9,0,2,1,3,9,1.0,3,0,38.0
3,6,20:22,6,20,1,0,-1,1,1,1,0,2,1,3,9,10.5,3,0,34.0
3,7,18:15,3,20,1,17,2,4,1,1,0,2,1,9,0,6.0,3,0,18.0
3,6,07:38,6,20,1,13,4,1,1,1,0,2,1,1,0,1.5,3,0,29.0
2,7,08:32,7,30,1,13,4,1,8,1,0,2,1,1,0,7.0,2,0,25.0
3,3,17:30,6,20,1,13,4,4,1,2,0,1,1,9,0,10.0,3,1,55.0
2,6,16:46,6,20,2,13,2,1,1,1,0,1,2,1,0,7.0,2,1,32.5
3,6,22:39,6,20,1,16,2,4,1,1,0,6,1,3,0,8.666666666666666,3,0,30.0
2,7,13:08,2,20,1,13,2,1,1,1,0,3,1,9,9,2.6666666666666665,2,0,50.0
3,3,18:00,6,30,1,13,4,1,1,1,0,2,1,1,0,7.0,3,0,39.0
3,4,05:25,3,20,1,17,2,1,1,1,0,4,3,9,0,8.75,3,0,25.33333333333333
3,5,23:35,2,20,1,13,2,4,1,1,0,2,1,1,0,3.0,3,0,35.0
3,1,19:50,6,20,1,13,4,4,1,1,0,1,1,9,0,2.0,3,1,69.0
3,4,20:28,6,20,1,16,3,4,8,1,0,1,1,9,9,4.0,3,1,32.0
2,2,17:45,6,20,1,13,2,1,1,1,0,2,1,3,0,3.5,2,0,53.0
2,2,07:52,9,20,1,16,4,1,1,1,14,1,1,1,9,7.0,2,0,39.0
3,2,16:11,2,20,1,13,2,4,1,1,0,2,1,3,5,3.5,3,0,29.0
3,4,15:26,6,30,1,0,4,1,4,1,0,2,1,9,1,3.0,3,0,53.0
3,6,10:50,6,30,1,0,-1,1,1,1,0,2,2,9,0,0.5,3,0,38.0
3,4,12:21,3,60,2,0,-1,1,1,1,0,2,2,9,0,8.0,3,0,44.0
3,2,23:41,6,60,2,0,-1,6,1,1,13,3,2,9,0,8.666666666666666,3,0,50.0
2,5,07:50,1,20,1,0,4,1,1,1,0,2,1,1,0,7.0,2,0,42.0
3,5,15:13,6,20,1,13,4,1,1,1,0,2,1,1,0,6.0,3,0,54.0
2,1,06:36,6,60,2,0,-1,1,1,1,20,1,1,5,1,10.0,2,0,64.0
3,5,17:35,6,20,1,0,-1,4,2,1,0,2,1,9,5,8.5,3,0,18.0
2,1,14:00,6,30,1,13,4,1,1,1,0,2,1,1,5,2.0,2,0,53.0
3,5,06:47,6,30,2,0,-1,1,1,2,0,2,1,9,0,6.0,3,0,41.0
3,3,20:15,6,40,2,0,-1,1,1,1,0,1,1,19,5,18.0,3,0,54.0
2,6,21:40,6,30,1,0,-1,4,1,2,0,1,1,9,0,13.0,2,1,14.0
3,6,12:44,6,60,2,0,-1,1,1,4,0,1,1,9,2,14.0,3,0,29.0
2,3,14:25,6,60,2,16,4,1,9,1,0,3,2,9,5,6.0,2,0,48.5
3,4,14:00,6,50,2,13,4,1,1,1,0,3,2,9,0,2.6666666666666665,3,0,23.0
3,1,14:10,6,30,2,0,-1,1,1,1,0,2,1,4,0,3.0,3,0,35.0
2,4,15:09,6,30,1,19,4,1,1,1,0,1,1,19,0,6.0,2,1,43.0
2,6,17:45,6,30,1,0,-1,4,1,1,0,1,1,19,0,7.0,2,1,78.0
3,5,10:51,6,30,1,0,-1,1,8,4,0,2,2,9,0,6.0,3,0,34.5
3,7,23:58,6,30,1,0,-1,4,1,2,0,1,1,9,0,7.0,3,1,22.0
2,5,08:38,6,60,2,0,-1,1,1,1,13,3,1,9,2,5.666666666666667,2,0,20.0
3,5,16:57,6,60,2,0,4,6,2,2,0,2,1,9,0,5.5,3,0,60.0
3,4,16:30,6,30,1,19,3,1,1,1,0,1,1,9,0,7.0,3,1,67.0
3,5,16:48,6,30,2,0,-1,1,1,1,0,3,1,9,5,8.333333333333334,3,0,84.0
3,6,12:44,6,40,2,0,-1,1,1,1,0,2,1,9,0,5.0,3,0,85.0
2,7,08:00,6,60,2,0,-1,1,1,1,17,1,1,9,2,11.0,2,0,22.0
2,1,12:50,1,30,2,0,3,1,1,1,0,2,1,9,0,12.5,2,0,86.0
3,2,09:10,6,30,2,0,-1,1,1,2,0,2,1,9,0,5.5,3,1,34.0
3,3,17:20,6,40,1,0,-1,6,1,4,0,1,1,9,1,7.0,3,0,32.0
3,6,17:50,6,30,2,0,-1,4,1,2,0,1,1,9,0,16.0,3,1,26.0
3,3,19:00,1,30,2,0,-1,4,1,1,0,2,1,9,0,4.0,3,0,53.0
3,1,20:09,6,30,2,13,4,6,1,1,0,2,1,9,0,9.5,3,0,18.0
3,5,08:15,6,30,1,13,4,1,1,1,0,2,1,9,0,9.5,3,0,18.0
3,7,14:55,6,30,2,0,-1,1,1,1,0,2,4,9,0,8.5,3,0,27.75
3,6,09:55,9,30,1,0,-1,1,1,1,0,1,1,19,0,2.0,3,1,51.0
3,7,14:02,6,30,1,0,-1,1,1,1,0,2,1,1,0,0.5,3,0,35.0
2,2,14:50,6,30,1,19,4,1,1,1,0,2,2,9,0,10.0,2,1,42.0
3,7,17:08,1,30,2,0,4,1,1,1,0,2,3,5,5,6.0,3,0,49.66666666666666
3,2,16:35,3,50,2,0,-1,1,1,1,0,2,1,3,0,16.0,3,0,42.0
3,4,18:44,6,30,1,16,4,1,1,1,0,1,1,9,0,12.0,3,1,34.0
2,6,01:53,6,60,2,0,-1,6,1,1,0,2,2,9,2,3.0,2,0,37.0
3,6,20:03,6,30,2,0,-1,4,1,1,0,1,2,9,0,1.0,3,1,15.5
3,4,08:58,6,50,2,19,4,1,1,1,0,2,2,9,1,14.5,3,0,8.0
3,5,12:51,3,70,2,0,4,1,1,1,0,2,1,9,1,4.5,3,0,25.0
3,1,17:00,3,70,2,0,-1,6,1,2,0,2,1,9,0,11.0,3,0,46.0
3,3,15:15,6,30,1,0,-1,1,1,1,0,1,1,9,0,10.0,3,1,4.0
2,1,20:37,6,30,2,0,-1,4,1,1,0,2,1,9,5,3.5,2,0,31.0
2,2,08:22,6,60,2,16,4,1,1,2,0,3,2,9,0,9.333333333333334,2,0,51.0
2,4,22:06,3,70,1,0,4,6,1,1,0,2,4,9,2,5.5,2,0,20.25
2,4,16:36,6,30,1,13,4,1,1,1,0,2,1,1,0,5.5,2,0,39.0
3,6,11:18,3,70,2,0,4,1,1,2,0,2,1,9,0,8.0,3,0,61.0
3,3,08:42,1,40,1,0,4,1,1,1,0,1,1,3,0,1.0,3,0,36.0
2,5,15:40,6,30,1,13,4,1,1,1,0,2,1,9,0,7.0,2,0,16.0
3,7,21:00,3,70,2,13,4,6,1,1,0,2,1,9,0,8.0,3,0,65.0
2,7,00:34,6,30,1,13,4,4,1,1,0,1,1,9,0,7.0,2,0,17.0
3,6,14:07,3,70,2,0,-1,1,2,2,0,2,2,9,1,6.0,3,0,41.5
2,6,14:10,6,30,1,0,-1,1,1,1,0,3,1,9,0,10.666666666666666,2,0,19.0
3,5,11:11,1,40,1,0,4,1,1,1,0,2,1,3,0,9.5,3,0,29.0
3,3,18:20,6,30,1,13,4,1,8,1,0,2,1,3,0,4.5,3,0,19.0
2,6,21:59,3,70,2,0,-1,6,1,1,0,2,2,9,2,5.5,2,0,33.5
2,6,02:04,6,20,1,0,-1,5,1,1,0,2,1,9,0,2.5,2,0,15.0
3,1,17:17,6,60,1,19,4,1,1,1,0,2,1,9,0,1.5,3,0,35.0
2,2,16:34,6,60,2,0,-1,1,1,1,0,2,4,9,0,5.5,2,0,25.25
3,5,09:16,6,30,1,0,4,1,8,1,0,2,1,9,5,13.5,3,0,27.0
3,4,06:40,6,60,2,0,-1,6,1,2,0,2,1,1,0,9.0,3,0,47.0
3,6,05:16,3,60,2,0,-1,1,1,1,0,2,1,17,0,7.0,3,0,33.0
1,3,05:42,6,60,2,13,4,1,1,1,0,2,1,4,1,6.5,1,0,43.0
3,4,11:49,6,30,1,0,-1,1,1,1,0,1,1,9,0,14.0,3,1,3.0
3,4,15:00,1,30,2,0,-1,1,1,1,0,2,1,9,0,1.5,3,0,24.0
3,1,17:52,6,20,1,0,-1,1,1,1,0,2,1,9,0,5.0,3,0,26.0
3,1,16:20,6,30,1,13,4,1,1,1,0,1,1,11,0,9.0,3,1,45.0
3,5,17:17,6,30,2,0,-1,1,1,1,0,1,1,9,5,7.0,3,0,24.0
3,4,18:20,7,60,2,16,4,4,1,2,0,2,1,9,0,6.5,3,0,20.0
2,7,03:40,6,40,2,0,-1,4,1,1,0,1,1,9,0,8.0,2,1,20.0
3,5,13:25,3,70,2,0,-1,6,1,1,0,3,1,19,0,7.666666666666667,3,0,46.0
3,2,19:47,6,30,1,0,-1,4,1,2,0,2,1,1,0,6.0,3,0,45.0
2,2,07:47,6,30,1,19,4,1,1,1,0,1,1,9,0,12.0,2,1,60.0
2,6,21:46,6,30,1,16,2,4,9,1,0,2,1,9,0,8.5,2,0,26.0
2,2,20:40,3,40,1,16,2,4,1,1,0,2,1,9,1,2.5,2,0,55.0
3,7,07:15,3,70,2,0,-1,4,2,2,0,1,1,19,0,2.0,3,0,29.0
3,6,08:35,6,30,1,13,4,1,1,1,0,1,1,9,0,6.0,3,1,54.0
2,5,15:26,6,30,1,0,-1,1,1,1,0,2,1,4,0,8.0,2,0,39.0
2,5,14:10,6,60,2,0,-1,1,2,2,0,1,2,19,1,8.0,2,0,23.5
3,6,10:30,3,70,2,0,-1,1,2,2,0,4,1,19,0,6.5,3,0,51.0
3,6,16:00,6,30,1,13,4,1,1,1,0,2,1,9,0,10.5,3,0,50.0
3,3,10:29,6,40,2,0,-1,1,1,1,0,2,1,9,0,5.5,3,0,60.0
3,1,02:45,6,30,2,0,-1,6,1,1,0,1,1,9,5,8.0,3,0,33.0
2,1,16:50,6,40,1,0,-1,1,1,1,0,2,4,9,0,6.5,2,0,36.75
3,2,08:50,6,30,1,0,-1,1,1,2,0,2,3,9,0,7.0,3,0,12.666666666666666
2,7,01:45,6,30,1,0,-1,4,1,1,17,1,1,9,0,9.0,2,1,23.0
3,5,06:15,6,60,2,13,4,6,2,2,0,2,1,4,0,6.5,3,0,20.0
3,1,10:16,1,40,1,0,4,1,1,2,0,2,1,9,0,3.5,3,0,24.0
3,4,10:52,6,30,1,13,4,1,1,1,0,2,1,9,0,9.0,3,0,60.0
3,4,17:43,6,30,1,13,4,1,2,2,0,2,1,3,0,10.5,3,0,23.0
3,3,23:30,6,30,1,13,4,4,1,1,0,2,1,5,0,9.0,3,0,58.0
2,5,15:21,6,60,2,0,-1,1,8,1,0,2,1,19,1,6.0,2,0,25.0
3,6,19:15,6,30,1,0,-1,1,1,1,0,2,1,9,5,3.0,3,0,32.0
2,4,01:14,1,20,1,0,4,4,1,2,0,1,1,9,0,16.0,2,1,39.0
3,5,14:25,6,30,1,19,-1,1,1,1,0,2,1,1,0,7.0,3,0,55.0
3,2,15:55,9,20,2,0,-1,4,1,2,0,2,1,9,0,2.5,3,1,35.0
3,3,12:00,2,50,2,0,-1,1,1,1,0,1,1,9,5,18.0,3,0,45.0
3,1,22:35,1,60,2,0,2,4,1,2,0,1,1,9,0,13.0,3,0,21.0
3,6,13:50,6,30,2,13,4,1,1,1,0,1,1,9,0,5.0,3,1,53.0
3,4,07:48,6,60,2,0,-1,1,1,1,0,1,1,3,1,7.0,3,0,18.0
1,3,12:12,6,30,2,0,-1,1,1,1,0,2,1,5,2,13.5,1,0,40.0
3,2,08:53,6,40,2,13,4,1,1,1,0,2,2,9,0,9.5,3,0,33.5
2,6,18:11,6,50,2,0,-1,6,1,1,20,1,1,9,0,5.0,2,0,59.0
3,6,10:26,6,60,2,13,4,1,1,1,0,2,6,9,0,10.5,3,0,20.33333333333333
3,4,08:20,6,30,2,13,4,1,1,1,0,2,1,1,0,0.5,3,0,35.0
3,6,07:17,6,50,2,16,4,1,1,1,0,2,2,9,0,10.0,3,0,26.0
3,2,18:05,6,30,2,13,4,1,1,1,0,2,1,9,0,8.5,3,0,34.0
3,7,14:30,6,30,2,0,-1,1,1,1,0,2,1,5,0,8.5,3,0,52.0
3,6,16:20,6,40,1,13,4,1,1,1,0,2,1,9,0,7.5,3,0,38.0
3,6,13:30,6,30,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,57.0
3,1,07:10,3,70,2,0,-1,1,1,1,0,2,2,9,0,8.5,3,0,31.0
3,7,00:20,6,30,1,0,-1,1,1,1,0,2,1,9,0,12.5,3,0,43.0
3,5,22:55,6,30,1,13,4,4,1,1,0,2,1,9,1,15.0,3,0,59.0
3,3,13:30,1,30,1,0,4,1,1,1,0,2,1,9,0,10.0,3,0,31.0
3,3,13:39,6,30,1,0,-1,1,1,1,0,1,2,9,0,8.0,3,0,30.5
3,6,10:00,9,20,1,0,-1,1,1,1,0,1,1,9,0,7.0,3,1,18.0
3,7,11:21,3,70,2,0,-1,1,5,2,0,1,1,9,1,7.0,3,0,76.0
3,2,06:20,6,30,1,0,-1,4,1,2,0,2,1,9,0,4.0,3,0,41.0
3,1,19:17,3,70,2,0,-1,4,1,1,0,1,2,9,1,4.0,3,0,19.5
3,4,05:43,6,30,1,16,4,1,1,1,0,2,1,4,5,13.0,3,0,34.0
3,4,10:30,6,30,1,16,4,1,1,1,0,2,1,9,0,10.5,3,0,39.0
3,6,08:05,6,30,1,0,-1,1,1,1,0,2,1,9,0,1.0,3,0,61.0
3,2,16:45,6,30,1,0,4,1,1,1,0,2,1,1,0,2.5,3,0,14.0
3,4,17:50,6,30,1,13,4,1,1,1,0,2,1,9,0,6.0,3,0,27.0
2,2,09:14,6,40,2,0,-1,1,1,2,13,2,2,9,1,7.5,2,0,31.5
2,5,22:19,6,30,1,13,4,4,1,1,0,2,4,9,0,8.0,2,0,34.0
3,5,19:35,6,30,1,0,-1,1,1,1,0,2,1,9,0,7.0,3,0,25.0
3,1,20:40,6,30,1,13,4,1,1,1,0,2,1,9,1,10.0,3,0,36.0
3,2,08:20,3,30,2,0,-1,1,1,1,0,2,1,9,0,16.5,3,0,33.0
2,3,18:25,6,30,1,13,4,4,1,1,0,2,1,3,0,5.5,2,0,24.0
3,4,18:00,6,20,1,13,4,1,1,1,0,2,1,1,0,2.5,3,0,16.0
3,3,16:50,6,30,1,16,4,1,1,1,0,1,1,9,0,11.0,3,1,40.0
3,2,08:50,6,60,2,0,-1,1,1,2,13,2,1,3,5,4.5,3,0,21.0
3,3,17:28,6,40,1,13,4,1,1,1,0,2,1,5,0,6.5,3,0,72.0
3,2,12:00,6,30,1,0,-1,1,1,1,0,1,1,9,0,11.0,3,1,11.0
2,3,21:29,6,60,2,0,-1,6,5,2,20,1,1,9,2,15.0,2,0,27.0
3,4,22:45,3,50,1,0,-1,5,8,1,0,1,1,9,1,1.0,3,0,27.0
3,2,16:16,6,60,2,13,4,6,1,2,0,2,3,9,0,12.5,3,0,50.333333333333336
3,4,16:00,7,30,2,0,4,1,1,1,0,2,5,9,0,12.0,3,0,63.0
3,5,19:50,6,30,2,18,4,1,1,1,0,2,1,1,0,4.0,3,0,42.0
2,6,13:20,3,70,2,0,-1,1,1,1,0,1,1,5,0,6.0,2,0,46.0
3,3,10:18,6,60,2,13,4,1,1,1,0,2,1,1,0,4.5,3,0,65.0
3,2,13:55,6,30,1,13,4,1,2,2,0,3,1,9,0,7.333333333333333,3,0,86.0
3,5,16:00,6,30,1,0,4,1,1,1,0,2,1,9,0,10.0,3,0,31.0
2,3,17:10,3,50,1,0,-1,1,1,1,0,2,2,9,0,0.0,2,0,35.5
3,6,07:50,3,70,2,0,-1,1,1,1,0,2,1,9,0,9.0,3,0,36.0
3,3,11:00,6,30,1,19,4,1,1,1,0,1,1,19,0,7.0,3,1,56.0
3,7,10:20,6,20,1,13,4,1,1,4,0,3,1,9,1,6.333333333333333,3,0,21.0
2,3,07:40,6,30,1,0,-1,4,1,2,0,1,1,9,0,2.0,2,1,61.0
2,4,17:00,6,30,2,13,4,1,1,1,0,3,1,9,0,7.333333333333333,2,0,25.0
3,5,22:25,3,70,2,0,4,4,8,2,0,1,1,9,1,12.0,3,0,18.0
1,6,16:31,6,60,2,16,4,1,1,1,0,3,2,9,2,8.333333333333334,1,0,28.0
2,6,13:15,6,40,1,0,-1,1,1,1,0,1,1,9,0,6.0,2,1,18.0
3,4,15:40,6,30,1,0,-1,1,2,2,0,1,1,9,0,7.0,3,1,9.0
3,2,14:35,2,30,1,0,-1,1,1,1,0,1,1,9,0,3.0,3,1,25.0
3,1,19:58,6,30,1,13,4,4,1,1,0,1,1,4,1,9.0,3,0,47.0
3,7,20:23,6,60,2,0,-1,1,1,1,0,1,1,9,2,13.0,3,0,20.0
2,4,07:49,3,70,2,0,-1,1,2,2,0,3,4,9,1,9.0,2,0,45.75
3,1,13:14,7,40,2,13,2,1,8,2,0,2,1,2,0,5.5,3,0,17.0
3,2,09:50,6,60,2,0,-1,5,2,2,0,1,1,9,1,7.0,3,0,28.0
2,5,16:25,6,30,2,18,4,1,1,1,0,2,3,9,0,9.0,2,0,36.0
2,2,06:05,3,70,2,0,-1,6,1,2,0,2,1,1,0,7.0,2,0,60.0
2,4,08:00,6,30,1,13,4,1,1,1,0,2,1,5,0,15.0,2,0,41.0
2,5,16:20,6,40,1,13,4,4,2,2,0,2,1,1,0,5.5,2,0,46.0
3,6,23:57,6,30,1,13,4,4,1,2,0,2,1,1,0,7.0,3,0,50.0
3,2,13:15,3,70,1,0,-1,1,1,1,0,2,2,9,0,13.0,3,0,30.5
3,3,16:15,6,30,1,13,2,1,1,1,0,2,2,9,0,9.5,3,0,38.0
3,5,07:10,3,40,1,16,4,7,1,2,0,2,1,9,1,9.5,3,0,27.0
2,2,17:55,6,30,1,0,-1,4,2,2,0,1,1,9,0,16.0,2,1,24.0
3,6,15:14,6,30,2,0,-1,1,1,1,0,1,2,9,0,7.0,3,1,11.0
3,3,18:10,6,30,1,17,2,4,2,2,0,2,1,9,0,8.5,3,0,65.0
3,6,23:20,3,30,1,16,2,4,1,2,0,2,3,9,0,7.0,3,0,41.333333333333336
3,6,18:50,6,30,1,0,-1,1,9,1,0,2,1,9,0,0.0,3,0,60.0
3,6,08:40,6,30,1,16,4,1,1,1,0,2,1,1,0,4.5,3,0,65.0
2,5,15:54,6,30,1,13,4,1,1,1,0,1,1,19,0,7.0,2,1,41.0
3,6,17:38,3,30,1,16,2,1,1,1,0,2,1,1,5,5.5,3,0,27.0
3,4,17:55,6,30,1,0,-1,1,1,1,0,2,1,9,0,16.5,3,0,30.0
2,6,18:07,6,20,1,13,4,1,1,2,0,2,1,3,0,9.0,2,0,35.0
2,5,16:20,6,30,2,13,4,1,1,1,0,2,1,3,0,7.5,2,0,20.0
3,1,15:29,6,60,2,13,4,1,1,1,0,2,1,9,0,5.0,3,0,31.0
3,5,17:01,6,60,2,0,-1,1,1,1,0,2,1,1,0,10.0,3,0,27.0
